delivery_id,po_id,delivery_date,delivered_qty,quality_status
1527,1191,2025-11-19,176,Accepted
1528,1192,2024-04-20,35,Accepted
1529,1192,2024-05-04,36,Accepted
1530,1193,2024-09-10,182,Accepted
1531,1194,2024-06-17,22,Accepted
1532,1195,2024-08-19,366,Accepted
1533,1196,2025-02-22,45,Rejected
1534,1196,2025-02-21,46,Rejected
1535,1197,2024-08-20,25,Accepted
1536,1197,2024-08-08,25,Accepted
1537,1198,2024-04-04,451,Partial
1538,1199,2025-02-06,451,Partial
1539,1200,2024-02-21,185,Accepted
1540,1201,2024-07-25,139,Partial
1541,1202,2024-02-27,351,Accepted
1542,1203,2024-03-16,18,Rejected
1543,1204,2024-12-16,449,Accepted
1544,1205,2025-10-22,93,Partial
1545,1206,2025-08-09,31,Accepted
1546,1207,2024-04-14,333,Partial
1547,1208,2024-02-24,138,Partial
1548,1208,2024-02-22,138,Partial
1549,1209,2024-09-17,268,Rejected
1550,1210,2025-05-22,26,Partial
1551,1211,2025-07-24,115,Rejected
1552,1212,2025-09-20,269,Accepted
1553,1213,2024-10-07,26,Accepted
1554,1213,2024-10-13,26,Partial
1555,1213,2024-10-02,28,Accepted
1556,1214,2024-05-06,10,Partial
1557,1214,2024-05-26,10,Accepted
1558,1215,2024-02-24,384,Accepted
1559,1216,2024-05-23,209,Partial
1560,1216,2024-05-13,210,Partial
1561,1217,2024-02-26,28,Partial
1562,1217,2024-03-07,28,Accepted
1563,1217,2024-03-17,28,Accepted
1564,1218,2025-10-25,85,Partial
1565,1219,2024-07-24,142,Accepted
1566,1220,2025-10-09,324,Partial
1567,1221,2025-02-14,243,Accepted
1568,1222,2025-03-08,411,Accepted
1569,1223,2024-12-27,330,Partial
1570,1224,2025-09-11,219,Accepted
1571,1225,2024-03-02,369,Partial
1572,1226,2024-03-20,183,Rejected
1573,1227,2024-11-08,149,Partial
1574,1227,2024-11-26,150,Rejected
1575,1228,2024-10-16,49,Accepted
1576,1228,2024-10-19,49,Accepted
1577,1229,2025-03-06,235,Accepted
1578,1230,2025-07-10,184,Rejected
1579,1231,2025-03-26,139,Rejected
1580,1231,2025-03-22,140,Rejected
1581,1232,2024-08-10,119,Partial
1582,1233,2024-09-19,499,Accepted
1583,1234,2025-08-08,232,Accepted
1584,1234,2025-08-25,232,Rejected
1585,1235,2024-06-02,46,Partial
1586,1236,2025-03-05,270,Accepted
1587,1237,2025-03-17,25,Accepted
1588,1238,2025-08-21,352,Accepted
1589,1239,2025-07-14,187,Rejected
1590,1240,2025-01-13,193,Accepted
1591,1240,2025-01-11,194,Accepted
1592,1241,2024-09-23,193,Rejected
1593,1241,2024-10-04,194,Partial
1594,1242,2024-10-02,99,Accepted
1595,1243,2024-12-09,258,Rejected
1596,1244,2024-07-19,328,Partial
1597,1245,2025-04-27,452,Partial
1598,1246,2024-07-05,7,Rejected
1599,1247,2025-05-14,118,Accepted
1600,1248,2025-08-19,428,Accepted
1601,1249,2025-12-23,12,Accepted
1602,1249,2025-12-31,12,Rejected
1603,1249,2025-12-18,12,Partial
1604,1250,2024-05-04,320,Rejected
1605,1251,2025-09-08,307,Accepted
1606,1252,2024-04-10,452,Accepted
1607,1253,2024-09-30,344,Accepted
1608,1254,2024-06-17,97,Accepted
1609,1254,2024-07-04,97,Accepted
1610,1255,2024-05-13,75,Accepted
1611,1255,2024-06-04,75,Partial
1612,1255,2024-05-23,75,Partial
1613,1256,2024-06-11,117,Accepted
1614,1257,2024-03-02,208,Rejected
1615,1258,2025-10-05,214,Accepted
1616,1259,2024-03-08,41,Accepted
1617,1260,2024-11-24,58,Accepted
1618,1261,2025-06-16,153,Partial
1619,1262,2026-01-26,168,Partial
1620,1263,2025-10-07,37,Rejected
1621,1264,2024-04-29,420,Rejected
1622,1265,2026-01-19,146,Accepted
1623,1265,2026-01-22,146,Accepted
1624,1266,2025-05-28,390,Partial
1625,1267,2024-07-07,36,Rejected
1626,1268,2024-12-29,41,Accepted
1627,1269,2025-12-08,422,Accepted
1628,1270,2024-10-27,111,Accepted
1629,1271,2024-06-09,252,Rejected
1630,1272,2025-11-21,206,Accepted
1631,1273,2025-12-21,319,Accepted
1632,1274,2026-01-19,102,Rejected
1633,1274,2026-02-05,102,Rejected
1634,1274,2026-02-13,104,Rejected
1635,1275,2025-12-27,482,Accepted
1636,1276,2025-10-31,142,Partial
1637,1276,2025-11-07,143,Partial
1638,1277,2024-12-28,253,Accepted
1639,1278,2024-06-09,217,Accepted
1640,1279,2025-05-03,161,Accepted
1641,1280,2024-08-01,88,Accepted
1642,1281,2025-01-21,387,Accepted
1643,1282,2025-05-30,336,Rejected
1644,1283,2025-12-22,113,Accepted
1645,1284,2024-09-18,378,Rejected
1646,1285,2024-08-01,12,Accepted
1647,1285,2024-08-02,12,Accepted
1648,1285,2024-08-04,13,Rejected
1649,1286,2025-07-12,96,Accepted
1650,1286,2025-07-21,96,Accepted
1651,1287,2024-02-12,213,Accepted
1652,1287,2024-02-19,214,Accepted
1653,1288,2025-03-15,204,Accepted
1654,1289,2025-08-08,276,Partial
1655,1290,2025-02-24,395,Accepted
1656,1291,2024-11-13,332,Rejected
1657,1292,2025-10-23,461,Partial
1658,1293,2024-10-18,77,Accepted
1659,1293,2024-10-24,77,Partial
1660,1293,2024-10-25,78,Rejected
1661,1294,2025-07-04,147,Accepted
1662,1295,2024-12-30,138,Accepted
1663,1296,2024-02-02,341,Accepted
1664,1297,2025-02-14,219,Accepted
1665,1298,2024-03-08,105,Accepted
1666,1299,2025-12-22,232,Accepted
1667,1300,2025-04-15,359,Accepted
1668,1301,2024-10-26,87,Accepted
1669,1302,2025-01-16,71,Accepted
1670,1302,2025-01-08,71,Accepted
1671,1303,2025-04-30,62,Accepted
1672,1304,2024-08-14,85,Accepted
1673,1305,2024-09-16,176,Partial
1674,1305,2024-09-13,177,Accepted
1675,1306,2024-11-29,179,Partial
1676,1307,2024-08-23,293,Rejected
1677,1308,2025-08-09,461,Accepted
1678,1309,2024-04-13,87,Accepted
1679,1310,2025-09-16,305,Partial
1680,1311,2024-10-18,81,Accepted
1681,1311,2024-10-25,81,Partial
1682,1312,2025-03-25,303,Accepted
1683,1313,2024-05-28,232,Accepted
1684,1314,2024-11-23,100,Accepted
1685,1315,2025-08-28,164,Partial
1686,1316,2024-08-28,155,Rejected
1687,1316,2024-08-21,155,Accepted
1688,1317,2024-04-17,375,Accepted
1689,1318,2025-03-01,350,Rejected
1690,1319,2024-06-09,25,Accepted
1691,1319,2024-06-28,25,Accepted
1692,1320,2024-09-01,195,Accepted
1693,1320,2024-09-02,195,Accepted
1694,1321,2024-12-05,60,Accepted
1695,1322,2025-04-01,156,Partial
1696,1323,2025-05-14,234,Rejected
1697,1324,2025-06-17,394,Partial
1698,1325,2025-10-23,144,Accepted
1699,1325,2025-11-07,144,Accepted
1700,1325,2025-11-11,144,Rejected
1701,1326,2024-03-18,334,Accepted
1702,1327,2024-11-10,416,Accepted
1703,1328,2024-01-19,351,Accepted
1704,1329,2024-02-09,443,Rejected
1705,1330,2024-07-02,329,Accepted
1706,1331,2025-03-25,104,Accepted
1707,1332,2025-12-01,399,Accepted
1708,1333,2025-08-07,157,Rejected
1709,1333,2025-08-11,158,Accepted
1710,1334,2025-05-01,52,Accepted
1711,1335,2025-08-25,81,Partial
1712,1336,2024-05-28,212,Accepted
1713,1337,2025-10-09,85,Rejected
1714,1338,2025-11-14,186,Accepted
1715,1339,2024-04-07,150,Accepted
1716,1340,2024-12-30,204,Accepted
1717,1340,2024-12-21,204,Accepted
1718,1341,2025-09-24,198,Accepted
1719,1342,2024-12-28,196,Partial
1720,1342,2024-12-30,196,Accepted
1721,1343,2025-09-27,227,Accepted
1722,1344,2026-01-13,305,Partial
1723,1345,2025-02-02,424,Accepted
1724,1346,2024-02-26,56,Accepted
1725,1347,2024-10-04,252,Partial
1726,1348,2024-06-29,449,Accepted
1727,1349,2025-01-20,211,Partial
1728,1350,2025-03-28,241,Accepted
1729,1350,2025-04-04,242,Accepted
1730,1351,2024-12-10,148,Accepted
1731,1351,2024-12-12,149,Rejected
1732,1352,2024-06-23,292,Rejected
1733,1353,2024-10-08,59,Partial
1734,1354,2025-06-06,449,Partial
1735,1355,2024-02-26,94,Accepted
1736,1355,2024-03-09,94,Accepted
1737,1356,2024-07-05,434,Rejected
1738,1357,2025-11-09,21,Accepted
1739,1358,2024-04-26,195,Partial
1740,1358,2024-05-06,195,Partial
1741,1359,2024-11-22,349,Accepted
1742,1360,2024-07-07,177,Accepted
1743,1360,2024-07-17,177,Partial
1744,1361,2024-04-21,446,Accepted
1745,1362,2024-12-12,318,Rejected
1746,1363,2025-02-22,70,Accepted
1747,1363,2025-02-26,70,Rejected
1748,1363,2025-02-15,72,Accepted
1749,1364,2024-06-05,243,Accepted
1750,1364,2024-06-12,244,Accepted
1751,1365,2024-03-17,378,Accepted
1752,1366,2024-05-09,113,Partial
1753,1367,2025-05-15,273,Accepted
1754,1368,2025-10-13,89,Accepted
1755,1369,2024-07-03,495,Partial
1756,1370,2024-09-17,181,Accepted
1757,1371,2024-10-04,376,Accepted
1758,1372,2024-10-23,137,Partial
1759,1373,2024-08-03,207,Accepted
1760,1374,2024-03-19,469,Accepted
1761,1375,2025-02-28,191,Partial
1762,1376,2024-11-04,472,Accepted
1763,1377,2024-10-17,487,Accepted
1764,1378,2024-08-13,51,Rejected
1765,1378,2024-08-18,51,Accepted
1766,1379,2025-12-01,14,Accepted
1767,1379,2025-11-17,14,Rejected
1768,1380,2025-04-07,68,Accepted
1769,1380,2025-04-11,69,Partial
1770,1381,2024-12-20,295,Partial
1771,1382,2024-06-09,101,Accepted
1772,1382,2024-06-07,101,Accepted
1773,1382,2024-06-12,101,Accepted
1774,1383,2025-08-21,315,Accepted
1775,1384,2025-11-11,138,Accepted
1776,1385,2024-03-01,39,Accepted
1777,1385,2024-02-21,39,Accepted
1778,1385,2024-02-14,40,Accepted
1779,1386,2026-01-04,450,Accepted
1780,1387,2025-06-28,300,Rejected
1781,1388,2024-04-12,316,Rejected
1782,1389,2025-08-18,134,Accepted
1783,1390,2024-04-21,57,Partial
1784,1391,2024-03-28,102,Rejected
1785,1392,2024-05-19,423,Partial
1786,1393,2024-12-31,233,Accepted
1787,1394,2025-05-17,212,Rejected
1788,1394,2025-05-14,213,Partial
1789,1395,2024-11-13,339,Partial
1790,1396,2024-04-17,76,Accepted
1791,1397,2024-06-15,40,Partial
1792,1398,2025-11-03,474,Accepted
1793,1399,2026-01-19,109,Accepted
1794,1400,2025-07-17,475,Accepted
1795,1401,2024-05-06,159,Rejected
1796,1402,2025-09-24,132,Rejected
1797,1402,2025-09-13,132,Partial
1798,1403,2025-07-02,96,Rejected
1799,1404,2025-02-15,246,Accepted
1800,1405,2024-05-06,203,Accepted
1801,1406,2026-02-06,263,Rejected
1802,1407,2024-12-24,14,Accepted
1803,1408,2024-03-17,215,Accepted
1804,1409,2024-08-01,489,Rejected
1805,1410,2024-11-03,83,Accepted
1806,1410,2024-11-04,84,Rejected
1807,1411,2024-03-04,425,Accepted
1808,1412,2024-10-05,241,Accepted
1809,1413,2024-12-23,321,Accepted
1810,1414,2025-12-30,132,Accepted
1811,1415,2024-03-10,231,Accepted
1812,1416,2025-04-18,5,Rejected
1813,1416,2025-04-30,6,Accepted
1814,1417,2025-11-27,291,Rejected
1815,1418,2025-09-20,336,Partial
1816,1419,2025-11-24,164,Rejected
1817,1420,2024-06-03,186,Accepted
1818,1421,2025-09-16,13,Partial
1819,1421,2025-10-03,14,Rejected
1820,1422,2026-02-08,95,Accepted
1821,1422,2026-02-07,95,Accepted
1822,1423,2024-10-08,243,Partial
1823,1424,2025-02-02,56,Rejected
1824,1425,2025-02-11,206,Accepted
1825,1426,2025-02-04,154,Partial
1826,1426,2025-02-10,154,Accepted
1827,1426,2025-02-14,154,Accepted
1828,1427,2024-09-01,79,Partial
1829,1428,2026-01-22,367,Accepted
1830,1429,2025-12-14,113,Accepted
1831,1429,2025-12-27,113,Accepted
1832,1429,2025-12-16,114,Partial
1833,1430,2024-11-05,94,Accepted
1834,1431,2025-10-06,431,Accepted
1835,1432,2024-11-10,213,Accepted
1836,1433,2025-09-11,97,Rejected
1837,1433,2025-09-04,97,Partial
1838,1433,2025-08-31,98,Accepted
1839,1434,2025-04-13,253,Partial
1840,1435,2025-01-08,176,Accepted
1841,1436,2024-04-28,296,Partial
1842,1437,2025-05-07,353,Accepted
1843,1438,2024-10-15,437,Rejected
1844,1439,2024-06-20,342,Partial
1845,1440,2024-06-04,102,Accepted
1846,1441,2026-01-24,43,Accepted
1847,1442,2024-04-02,415,Accepted
1848,1443,2025-08-15,123,Accepted
1849,1444,2025-10-28,161,Accepted
1850,1445,2024-03-05,221,Rejected
1851,1446,2025-04-01,326,Partial
1852,1447,2025-04-03,192,Accepted
1853,1448,2024-10-19,238,Rejected
1854,1449,2025-06-07,314,Accepted
1855,1450,2024-11-27,54,Rejected
1856,1451,2024-12-07,32,Partial
1857,1452,2024-12-19,280,Accepted
1858,1453,2025-09-02,423,Accepted
1859,1454,2025-04-12,256,Partial
1860,1455,2024-11-24,406,Rejected
1861,1456,2025-12-14,233,Accepted
1862,1457,2025-09-29,95,Partial
1863,1458,2025-12-20,130,Accepted
1864,1458,2025-12-25,131,Rejected
1865,1459,2025-07-16,274,Partial
1866,1460,2024-11-23,317,Partial
1867,1461,2025-08-14,12,Accepted
1868,1462,2024-09-22,206,Accepted
1869,1463,2024-08-08,473,Accepted
1870,1464,2024-12-16,154,Rejected
1871,1465,2025-12-21,89,Rejected
1872,1466,2025-04-03,484,Partial
1873,1467,2024-11-24,238,Accepted
1874,1467,2024-11-24,238,Rejected
1875,1468,2025-01-28,106,Rejected
1876,1469,2024-08-22,131,Rejected
1877,1470,2025-05-22,290,Accepted
1878,1471,2024-10-20,128,Rejected
1879,1471,2024-10-17,129,Partial
1880,1472,2025-03-12,174,Accepted
1881,1473,2024-10-22,397,Partial
1882,1474,2024-10-01,156,Partial
1883,1475,2026-01-27,94,Rejected
1884,1476,2024-11-01,233,Accepted
1885,1477,2024-03-25,472,Partial
1886,1478,2024-10-31,21,Accepted
1887,1479,2025-03-08,63,Accepted
1888,1480,2024-04-09,93,Accepted
1889,1480,2024-04-22,94,Accepted
1890,1481,2024-09-29,322,Accepted
1891,1482,2024-05-17,233,Partial
1892,1483,2025-02-02,332,Rejected
1893,1484,2025-07-11,156,Accepted
1894,1485,2025-12-21,244,Partial
1895,1486,2024-11-17,209,Partial
1896,1487,2025-10-19,197,Accepted
1897,1488,2024-06-13,304,Accepted
1898,1489,2025-08-12,428,Accepted
1899,1490,2025-03-17,259,Rejected
1900,1491,2025-07-27,44,Accepted
1901,1492,2025-08-08,49,Accepted
1902,1492,2025-08-10,49,Accepted
1903,1493,2025-02-19,110,Accepted
1904,1494,2024-07-19,106,Accepted
1905,1494,2024-07-28,107,Rejected
1906,1495,2025-03-21,433,Rejected
1907,1496,2025-09-06,332,Accepted
1908,1497,2026-01-05,195,Accepted
1909,1498,2025-11-28,250,Accepted
1910,1499,2024-06-12,445,Accepted
1911,1500,2025-03-27,36,Accepted
1912,1500,2025-04-04,36,Accepted
1913,1501,2024-04-27,349,Partial
1914,1502,2025-05-24,434,Rejected
1915,1503,2026-01-19,91,Partial
1916,1504,2024-03-04,4,Accepted
1917,1504,2024-02-27,5,Accepted
1918,1505,2025-05-27,83,Accepted
1919,1506,2025-12-21,119,Accepted
1920,1507,2025-10-08,215,Rejected
1921,1508,2024-11-05,181,Rejected
1922,1509,2024-03-27,360,Accepted
1923,1510,2025-11-30,54,Accepted
1924,1511,2025-12-15,222,Accepted
1925,1512,2025-04-06,438,Accepted
1926,1513,2026-01-03,38,Rejected
1927,1513,2026-01-15,38,Accepted
1928,1514,2024-01-15,144,Accepted
1929,1515,2025-04-27,208,Accepted
1930,1516,2024-03-06,287,Accepted
1931,1517,2026-01-07,277,Accepted
1932,1518,2025-06-15,84,Accepted
1933,1518,2025-07-06,85,Accepted
1934,1519,2025-11-26,202,Accepted
1935,1520,2025-03-16,42,Rejected
1936,1520,2025-03-07,42,Rejected
1937,1521,2024-04-13,492,Accepted
1938,1522,2024-03-06,282,Accepted
1939,1523,2024-09-24,258,Rejected
1940,1524,2025-07-20,155,Accepted
1941,1525,2024-05-14,366,Partial
1942,1526,2025-10-16,170,Accepted
1943,1527,2024-07-07,86,Partial
1944,1527,2024-07-27,86,Partial
1945,1528,2025-02-02,133,Accepted
1946,1529,2024-06-28,48,Partial
1947,1529,2024-06-11,49,Rejected
1948,1530,2024-12-23,196,Rejected
1949,1530,2025-01-07,197,Partial
1950,1531,2025-01-14,464,Accepted
1951,1532,2024-01-29,240,Partial
1952,1532,2024-01-13,241,Rejected
1953,1533,2025-04-12,72,Rejected
1954,1534,2025-09-09,378,Accepted
1955,1535,2025-12-15,265,Partial
1956,1536,2024-09-17,299,Partial
1957,1537,2025-11-07,49,Accepted
1958,1538,2025-11-02,19,Accepted
1959,1539,2026-01-11,195,Rejected
1960,1539,2026-01-24,196,Accepted
1961,1540,2024-11-08,400,Accepted
1962,1541,2025-09-26,369,Partial
1963,1542,2025-02-19,478,Partial
1964,1543,2024-03-13,484,Accepted
1965,1544,2024-08-18,205,Partial
1966,1545,2025-06-26,279,Accepted
1967,1546,2024-06-01,21,Accepted
1968,1547,2024-12-15,89,Partial
1969,1547,2024-12-17,89,Rejected
1970,1548,2025-07-29,22,Partial
1971,1549,2024-05-31,415,Accepted
1972,1550,2025-01-27,116,Rejected
1973,1551,2024-06-30,95,Accepted
1974,1551,2024-07-12,95,Accepted
1975,1551,2024-07-02,95,Accepted
1976,1552,2025-02-12,451,Rejected
1977,1553,2024-07-25,456,Rejected
1978,1554,2025-12-28,426,Accepted
1979,1555,2024-03-27,40,Rejected
1980,1555,2024-04-13,40,Partial
1981,1555,2024-04-16,42,Partial
1982,1556,2026-01-16,451,Rejected
1983,1557,2025-08-26,178,Accepted
1984,1558,2025-11-15,414,Rejected
1985,1559,2025-09-29,79,Rejected
1986,1560,2024-06-13,144,Rejected
1987,1560,2024-06-19,144,Accepted
1988,1560,2024-06-15,144,Accepted
1989,1561,2025-12-10,67,Partial
1990,1562,2025-04-09,159,Rejected
1991,1562,2025-04-09,159,Accepted
1992,1563,2025-12-26,122,Accepted
1993,1564,2025-11-19,342,Accepted
1994,1565,2025-04-01,287,Accepted
1995,1566,2024-11-04,246,Rejected
1996,1567,2024-05-03,166,Accepted
1997,1568,2024-04-14,482,Partial
1998,1569,2024-11-05,6,Accepted
1999,1569,2024-10-24,6,Accepted
2000,1569,2024-11-14,6,Accepted
2001,1570,2025-10-01,225,Partial
2002,1571,2025-02-16,376,Rejected
2003,1572,2025-01-15,88,Rejected
2004,1573,2024-07-16,29,Accepted
2005,1574,2025-03-12,63,Accepted
2006,1575,2025-05-19,252,Partial
2007,1576,2026-02-01,176,Partial
2008,1577,2025-07-23,46,Accepted
2009,1578,2025-04-16,328,Accepted
2010,1579,2025-11-13,496,Accepted
2011,1580,2024-11-29,58,Accepted
2012,1581,2025-12-05,264,Rejected
2013,1582,2024-10-21,281,Rejected
2014,1583,2024-05-27,64,Accepted
2015,1584,2024-12-05,12,Accepted
2016,1585,2024-05-06,101,Partial
2017,1585,2024-05-25,101,Accepted
2018,1586,2024-05-04,365,Partial
2019,1587,2025-10-17,13,Accepted
2020,1587,2025-10-30,13,Accepted
2021,1588,2025-08-16,396,Rejected
2022,1589,2024-07-23,179,Accepted
2023,1589,2024-07-12,180,Partial
2024,1590,2025-10-17,335,Accepted
2025,1591,2024-03-23,385,Partial
2026,1592,2024-09-12,119,Accepted
2027,1592,2024-09-08,119,Accepted
2028,1593,2025-06-19,27,Partial
2029,1593,2025-06-07,28,Accepted
2030,1594,2024-09-16,463,Accepted
2031,1595,2025-06-22,59,Partial
2032,1595,2025-07-02,60,Accepted
2033,1596,2025-10-21,243,Partial
2034,1597,2024-03-18,79,Accepted
2035,1598,2024-02-16,134,Accepted
2036,1598,2024-02-02,135,Accepted
2037,1599,2025-12-11,188,Accepted
2038,1600,2025-03-05,82,Accepted
2039,1601,2025-02-11,304,Rejected
2040,1602,2025-01-10,40,Rejected
2041,1602,2025-01-09,40,Accepted
2042,1603,2024-12-13,203,Accepted
2043,1604,2025-05-31,52,Partial
2044,1604,2025-06-03,52,Rejected
2045,1604,2025-06-18,54,Partial
2046,1605,2025-03-26,253,Accepted
2047,1606,2024-06-09,25,Partial
2048,1607,2025-05-12,361,Rejected
2049,1608,2025-06-02,65,Accepted
2050,1609,2024-04-06,243,Accepted
2051,1609,2024-04-19,243,Rejected
2052,1610,2024-10-27,152,Accepted
2053,1611,2025-08-17,342,Partial
2054,1612,2025-05-24,154,Accepted
2055,1612,2025-05-30,155,Partial
2056,1613,2024-04-30,93,Partial
2057,1614,2024-03-15,481,Partial
2058,1615,2025-03-14,13,Accepted
2059,1615,2025-03-31,14,Partial
2060,1616,2025-02-04,82,Partial
2061,1617,2026-01-22,50,Accepted
2062,1617,2026-01-04,50,Accepted
2063,1617,2026-01-15,50,Accepted
2064,1618,2025-02-08,321,Accepted
2065,1619,2025-11-25,130,Accepted
2066,1620,2024-07-24,375,Rejected
2067,1621,2025-01-08,158,Partial
2068,1621,2025-01-08,158,Partial
2069,1622,2024-05-29,389,Accepted
2070,1623,2025-04-04,374,Accepted
2071,1624,2024-06-03,77,Rejected
2072,1625,2025-01-10,34,Partial
2073,1626,2024-10-24,393,Rejected
2074,1627,2024-06-29,385,Partial
2075,1628,2024-04-01,117,Accepted
2076,1629,2025-02-24,137,Rejected
2077,1630,2026-01-08,243,Accepted
2078,1631,2024-06-04,42,Accepted
2079,1631,2024-06-12,42,Accepted
2080,1631,2024-07-02,44,Rejected
2081,1632,2024-12-12,105,Rejected
2082,1633,2024-06-29,153,Rejected
2083,1633,2024-07-23,153,Accepted
2084,1634,2025-09-27,117,Partial
2085,1635,2024-11-29,427,Rejected
2086,1636,2026-01-13,380,Accepted
2087,1637,2024-07-04,338,Rejected
2088,1638,2024-03-24,475,Accepted
2089,1639,2025-03-13,124,Accepted
2090,1639,2025-03-24,125,Accepted
2091,1640,2025-05-15,99,Accepted
2092,1641,2026-01-21,47,Rejected
2093,1642,2025-11-21,73,Rejected
2094,1643,2025-10-20,129,Accepted
2095,1644,2025-05-24,464,Rejected
2096,1645,2024-10-13,61,Accepted
2097,1646,2024-12-29,71,Rejected
2098,1646,2024-12-31,71,Partial
2099,1646,2025-01-15,73,Rejected
2100,1647,2024-04-17,72,Partial
2101,1648,2024-12-28,486,Accepted
2102,1649,2024-10-26,35,Accepted
2103,1650,2024-03-18,97,Accepted
2104,1650,2024-03-16,98,Accepted
2105,1651,2024-07-02,331,Partial
2106,1652,2025-02-15,424,Rejected
2107,1653,2024-10-22,10,Partial
2108,1654,2026-02-08,21,Partial
2109,1655,2025-02-06,127,Accepted
2110,1656,2026-01-07,289,Partial
2111,1657,2025-05-02,319,Accepted
2112,1658,2024-03-16,209,Accepted
2113,1659,2024-07-12,489,Partial
2114,1660,2025-07-15,116,Accepted
2115,1661,2025-02-23,94,Accepted
2116,1662,2024-09-11,464,Accepted
2117,1663,2025-02-16,410,Accepted
2118,1664,2025-11-18,280,Rejected
2119,1665,2024-11-18,143,Accepted
2120,1665,2024-11-15,143,Accepted
2121,1666,2024-03-17,321,Accepted
2122,1667,2024-09-18,309,Accepted
2123,1668,2025-12-16,335,Partial
2124,1669,2025-08-18,431,Accepted
2125,1670,2025-09-29,111,Partial
2126,1670,2025-10-06,111,Accepted
2127,1671,2025-11-24,109,Accepted
2128,1672,2024-05-04,130,Accepted
2129,1673,2024-09-03,297,Accepted
2130,1674,2024-04-06,73,Accepted
2131,1674,2024-04-12,73,Partial
2132,1675,2024-01-29,97,Accepted
2133,1676,2025-09-21,148,Accepted
2134,1677,2025-12-14,31,Accepted
2135,1677,2025-12-15,32,Accepted
2136,1678,2024-05-10,270,Accepted
2137,1679,2025-07-21,197,Accepted
2138,1680,2025-02-19,87,Accepted
2139,1681,2024-03-26,464,Rejected
2140,1682,2025-11-12,43,Partial
2141,1682,2025-12-01,43,Accepted
2142,1683,2025-11-27,120,Accepted
2143,1683,2025-11-24,120,Rejected
2144,1683,2025-12-02,122,Accepted
2145,1684,2025-04-11,241,Rejected
2146,1684,2025-04-10,242,Accepted
2147,1685,2025-07-03,376,Accepted
2148,1686,2024-10-29,478,Rejected
2149,1687,2025-09-19,44,Rejected
2150,1687,2025-09-16,44,Accepted
2151,1687,2025-09-30,46,Accepted
2152,1688,2024-11-29,309,Accepted
2153,1689,2026-02-06,321,Accepted
2154,1690,2024-03-13,233,Partial
2155,1691,2024-06-05,126,Accepted
2156,1692,2026-01-05,133,Accepted
2157,1692,2026-01-07,134,Accepted
2158,1693,2024-08-28,153,Accepted
2159,1693,2024-08-18,153,Partial
2160,1693,2024-08-25,154,Accepted
2161,1694,2024-09-05,479,Partial
2162,1695,2025-08-16,135,Accepted
2163,1695,2025-08-14,135,Partial
2164,1696,2024-06-12,481,Accepted
2165,1697,2025-03-05,154,Rejected
2166,1698,2024-09-22,477,Accepted
2167,1699,2024-06-16,153,Partial
2168,1700,2025-12-20,239,Accepted
2169,1700,2026-01-07,240,Partial
2170,1701,2024-07-05,81,Partial
2171,1702,2024-04-22,340,Rejected
2172,1703,2025-06-09,316,Accepted
2173,1704,2025-11-12,203,Accepted
2174,1704,2025-11-06,204,Rejected
2175,1705,2024-05-05,204,Rejected
2176,1706,2025-07-04,80,Partial
2177,1707,2025-03-06,39,Partial
2178,1707,2025-03-14,39,Accepted
2179,1707,2025-03-06,40,Accepted
2180,1708,2025-09-04,169,Partial
2181,1709,2024-05-23,364,Rejected
2182,1710,2026-02-10,251,Partial
2183,1711,2025-04-27,366,Partial
2184,1712,2025-10-28,202,Accepted
2185,1713,2024-10-25,296,Accepted
2186,1714,2026-01-02,440,Accepted
2187,1715,2025-05-10,78,Accepted
2188,1716,2024-04-13,92,Rejected
2189,1717,2025-12-10,260,Rejected
2190,1718,2025-09-11,228,Accepted
2191,1719,2024-09-03,183,Accepted
2192,1719,2024-09-11,183,Accepted
2193,1720,2025-03-20,406,Accepted
2194,1721,2024-11-06,441,Partial
2195,1722,2025-03-01,114,Rejected
2196,1722,2025-02-23,114,Accepted
2197,1723,2025-12-20,426,Accepted
2198,1724,2025-11-28,411,Accepted
2199,1725,2024-07-01,321,Rejected
2200,1726,2026-01-24,47,Accepted
2201,1727,2025-01-14,405,Accepted
2202,1728,2025-06-21,135,Accepted
2203,1728,2025-07-13,136,Partial
2204,1729,2025-08-14,218,Accepted
2205,1730,2025-02-13,239,Accepted
2206,1730,2025-02-20,240,Accepted
2207,1731,2025-01-23,365,Partial
2208,1732,2024-12-11,100,Accepted
2209,1733,2025-10-25,425,Accepted
2210,1734,2024-10-24,181,Partial
2211,1735,2024-09-02,160,Accepted
2212,1736,2024-11-06,396,Partial
2213,1737,2024-07-13,223,Accepted
2214,1738,2024-10-17,307,Rejected
2215,1739,2024-05-17,24,Accepted
2216,1740,2024-03-18,127,Accepted
2217,1741,2025-07-11,194,Partial
2218,1742,2024-03-24,325,Rejected
2219,1743,2025-03-02,260,Accepted
2220,1744,2025-09-10,14,Accepted
2221,1744,2025-09-15,14,Rejected
2222,1745,2025-07-24,49,Partial
2223,1746,2024-11-24,449,Rejected
2224,1747,2024-07-07,23,Accepted
2225,1747,2024-07-12,24,Accepted
2226,1748,2025-12-28,153,Rejected
2227,1749,2025-10-04,204,Accepted
2228,1750,2025-04-21,28,Accepted
2229,1751,2024-03-30,211,Partial
2230,1752,2024-03-02,208,Rejected
2231,1753,2024-09-10,67,Accepted
2232,1754,2024-05-16,58,Rejected
