invoice_id,po_id,invoice_date,price_charged,invoice_amount,payment_date,payment_amount,installment_number
1804,1543,2024-03-16,1209.38,585339.92,2024-05-15,585339.92,1
1805,1544,2024-08-21,87.11,17857.55,2024-09-24,17857.55,1
1806,1545,2025-07-04,63.44,8849.88,2025-09-02,8849.88,1
1807,1545,2025-07-12,63.44,8849.88,2025-09-07,8849.88,2
1808,1546,2024-06-02,894.46,18783.66,2024-06-19,18783.66,1
1809,1547,2024-12-26,11.74,2089.72,2025-01-29,2089.72,1
1810,1548,2025-07-31,507.84,11172.48,2025-08-30,11172.48,1
1811,1549,2024-06-07,23.53,9764.95,2024-06-29,9764.95,1
1812,1550,2025-02-01,28.85,3346.6,2025-02-13,3346.6,1
1813,1551,2024-07-18,278.12,39632.1,2024-08-17,39632.1,1
1814,1551,2024-07-29,278.12,39632.1,2024-09-27,39632.1,2
1815,1552,2025-02-19,21.15,9538.65,2025-04-03,9538.65,1
1816,1553,2024-07-29,270.36,123284.16,2024-09-25,123284.16,1
1817,1554,2026-01-04,251.51,107143.26,2026-02-02,107143.26,1
1818,1555,2024-04-21,751.4,166059.4,2024-05-26,166059.4,1
1819,1556,2026-01-23,26.23,11829.73,2026-03-04,11829.73,1
1820,1557,2025-08-30,5.2,462.8,2025-09-22,462.8,1
1821,1557,2025-09-18,5.2,462.8,2025-11-17,462.8,2
1822,1558,2025-11-20,304.38,126013.32,2025-12-29,126013.32,1
1823,1559,2025-10-04,260.55,10291.72,2025-11-03,10291.72,1
1824,1559,2025-10-15,260.55,10291.72,2025-11-01,10291.72,2
1825,1560,2024-06-20,213.22,92111.04,2024-07-14,92111.04,1
1826,1561,2025-12-11,713.15,47781.05,2026-01-23,47781.05,1
1827,1562,2025-04-11,15.09,3561.24,2025-06-13,3561.24,1
1828,1562,2025-05-01,15.09,3561.24,2025-06-25,3561.24,2
1829,1563,2025-12-28,179.61,21642.8,2026-03-06,21642.8,1
1830,1564,2025-11-26,65.43,11188.53,2026-01-16,11188.53,1
1831,1564,2025-12-10,65.43,11188.53,2026-01-22,11188.53,2
1832,1565,2025-04-04,332.43,95407.41,2025-06-14,95407.41,1
1833,1566,2024-11-11,39.23,9650.58,2024-12-15,9650.58,1
1834,1567,2024-05-08,54.49,9045.34,2024-05-12,9045.34,1
1835,1568,2024-04-18,249.49,60127.09,2024-05-12,60127.09,1
1836,1568,2024-05-07,249.49,60127.09,2024-06-21,60127.09,2
1837,1569,2024-11-19,100.34,2508.5,2024-12-14,2508.5,1
1838,1570,2025-10-03,270.27,72972.9,2025-10-21,72972.9,1
1839,1571,2025-02-22,11.54,4339.04,2025-03-12,4339.04,1
1840,1572,2025-01-18,27.05,2380.4,2025-04-20,2380.4,1
1841,1573,2024-07-24,299.2,8676.8,2024-09-25,8676.8,1
1842,1574,2025-03-14,44.86,2826.18,2025-05-06,2826.18,1
1843,1575,2025-05-25,276.88,34886.88,2025-06-14,34886.88,1
1844,1575,2025-06-06,276.88,34886.88,2025-07-07,34886.88,2
1845,1576,2026-02-10,134.27,37327.06,2026-03-09,37327.06,1
1846,1577,2025-07-26,14.87,342.01,2025-09-18,342.01,1
1847,1577,2025-08-09,14.87,342.01,2025-09-09,342.01,2
1848,1578,2025-04-22,319.75,52439.0,2025-06-17,52439.0,1
1849,1578,2025-05-02,319.75,52439.0,2025-07-02,52439.0,2
1850,1579,2025-11-20,7.38,3660.48,2026-01-08,3660.48,1
1851,1580,2024-12-02,45.84,5225.76,2025-01-02,5225.76,1
1852,1581,2025-12-13,53.9,14229.6,2026-01-06,14229.6,1
1853,1582,2024-10-29,904.09,254049.29,2024-11-13,254049.29,1
1854,1583,2024-05-31,44.77,2865.28,2024-07-15,2865.28,1
1855,1584,2024-12-11,314.74,3776.88,2025-01-22,3776.88,1
1856,1585,2024-05-30,13.16,2658.32,2024-06-30,2658.32,1
1857,1586,2024-05-10,27.9,11020.5,2024-06-27,11020.5,1
1858,1587,2025-10-31,153.56,3981.9,2025-12-15,3981.9,1
1859,1588,2025-08-20,797.77,315916.92,2025-09-16,315916.92,1
1860,1589,2024-07-24,77.7,13947.15,2024-08-24,13947.15,1
1861,1589,2024-08-08,77.7,13947.15,2024-10-12,13947.15,2
1862,1590,2025-10-22,150.95,25225.5,2025-11-16,25225.5,1
1863,1590,2025-11-02,150.95,25225.5,2025-12-22,25225.5,2
1864,1591,2024-03-27,1166.9,239797.95,2024-05-28,239797.95,1
1865,1591,2024-04-09,1166.9,239797.95,2024-04-28,239797.95,2
1866,1592,2024-09-17,65.7,15636.6,2024-10-23,15636.6,1
1867,1593,2025-06-21,57.45,1579.88,2025-06-26,1579.88,1
1868,1593,2025-07-09,57.45,1579.88,2025-08-11,1579.88,2
1869,1594,2024-09-23,5.88,2722.44,2024-11-23,2722.44,1
1870,1595,2025-07-10,228.83,27230.77,2025-08-24,27230.77,1
1871,1596,2025-10-25,103.0,29046.0,2025-11-01,29046.0,1
1872,1597,2024-03-26,340.07,22784.69,2024-04-17,22784.69,1
1873,1597,2024-04-08,340.07,22784.69,2024-05-09,22784.69,2
1874,1598,2024-02-20,269.57,72514.33,2024-03-22,72514.33,1
1875,1599,2025-12-13,307.25,57763.0,2026-01-11,57763.0,1
1876,1600,2025-03-09,1240.39,101711.98,2025-04-23,101711.98,1
1877,1601,2025-02-17,1284.64,390530.56,2025-04-03,390530.56,1
1878,1602,2025-01-15,387.56,31004.8,2025-02-08,31004.8,1
1879,1603,2024-12-20,10.44,2119.32,2025-01-31,2119.32,1
1880,1604,2025-06-25,858.09,189548.3,2025-07-25,189548.3,1
1881,1605,2025-03-28,16.56,2094.84,2025-04-02,2094.84,1
1882,1605,2025-04-18,16.56,2094.84,2025-05-22,2094.84,2
1883,1606,2024-06-13,24.58,614.5,2024-07-12,614.5,1
1884,1607,2025-05-20,61.56,22223.16,2025-07-04,22223.16,1
1885,1608,2025-06-08,14.37,934.05,2025-07-19,934.05,1
1886,1609,2024-04-20,17.65,8577.9,2024-05-08,8577.9,1
1887,1610,2024-11-02,318.06,48345.12,2024-11-24,48345.12,1
1888,1611,2025-08-19,68.17,23314.14,2025-09-18,23314.14,1
1889,1612,2025-06-06,101.01,31212.09,2025-07-26,31212.09,1
1890,1613,2024-05-01,5.88,546.84,2024-07-06,546.84,1
1891,1614,2024-03-16,359.45,172895.45,2024-05-12,172895.45,1
1892,1615,2025-04-02,147.25,3975.75,2025-05-02,3975.75,1
1893,1616,2025-02-07,568.58,68798.18,2025-02-22,68798.18,1
1894,1617,2026-01-26,156.33,37988.19,2026-04-07,37988.19,1
1895,1618,2025-02-15,369.34,118558.14,2025-03-30,118558.14,1
1896,1619,2025-11-29,346.17,45002.1,2026-01-12,45002.1,1
1897,1620,2024-07-25,266.58,99967.5,2024-08-13,99967.5,1
1898,1621,2025-01-13,1043.92,329878.72,2025-02-15,329878.72,1
1899,1622,2024-06-05,197.85,76963.65,2024-07-08,76963.65,1
1900,1623,2025-04-05,5.58,2086.92,2025-05-15,2086.92,1
1901,1624,2024-06-04,897.74,69125.98,2024-07-17,69125.98,1
1902,1625,2025-01-13,306.93,10435.62,2025-02-08,10435.62,1
1903,1626,2024-10-31,172.17,68731.77,2024-12-12,68731.77,1
1904,1627,2024-07-07,69.03,26576.55,2024-09-05,26576.55,1
1905,1628,2024-04-04,283.76,33199.92,2024-06-18,33199.92,1
1906,1629,2025-02-26,98.07,24615.57,2025-04-17,24615.57,1
1907,1630,2026-01-13,5.71,1387.53,2026-03-14,1387.53,1
1908,1631,2024-07-04,58.58,3749.12,2024-08-25,3749.12,1
1909,1631,2024-07-22,58.58,3749.12,2024-09-21,3749.12,2
1910,1632,2024-12-20,55.86,5865.3,2025-02-15,5865.3,1
1911,1633,2024-07-28,52.5,16065.0,2024-09-05,16065.0,1
1912,1634,2025-10-01,277.73,32494.41,2025-12-09,32494.41,1
1913,1635,2024-12-04,811.04,346314.08,2024-12-07,346314.08,1
1914,1636,2026-01-20,10.04,3815.2,2026-03-07,3815.2,1
1915,1637,2024-07-09,159.57,53934.66,2024-09-29,53934.66,1
1916,1638,2024-03-31,34.98,8307.75,2024-06-06,8307.75,1
1917,1638,2024-04-15,34.98,8307.75,2024-06-06,8307.75,2
1918,1639,2025-03-26,5.34,1329.66,2025-05-10,1329.66,1
1919,1640,2025-05-22,343.45,34001.55,2025-07-22,34001.55,1
1920,1641,2026-01-24,40.48,2024.0,2026-03-11,2024.0,1
1921,1642,2025-11-28,286.96,20948.08,2026-01-12,20948.08,1
1922,1643,2025-10-22,47.2,6088.8,2025-12-08,6088.8,1
1923,1644,2025-05-25,6.32,1466.24,2025-07-20,1466.24,1
1924,1644,2025-06-09,6.32,1466.24,2025-08-10,1466.24,2
1925,1645,2024-10-14,39.58,2414.38,2024-11-29,2414.38,1
1926,1646,2025-01-16,74.86,16094.9,2025-03-08,16094.9,1
1927,1647,2024-04-21,338.78,12196.08,2024-06-21,12196.08,1
1928,1647,2024-05-05,338.78,12196.08,2024-07-14,12196.08,2
1929,1648,2025-01-05,219.88,106861.68,2025-02-06,106861.68,1
1930,1649,2024-11-02,301.82,10563.7,2025-01-01,10563.7,1
1931,1650,2024-03-22,63.39,12361.05,2024-05-04,12361.05,1
1932,1651,2024-07-10,13.89,5597.67,2024-08-19,5597.67,1
1933,1652,2025-02-22,53.19,22552.56,2025-03-03,22552.56,1
1934,1653,2024-10-23,63.49,1079.33,2024-12-29,1079.33,1
1935,1654,2026-02-17,113.23,1188.92,2026-04-29,1188.92,1
1936,1654,2026-03-01,113.23,1188.92,2026-04-01,1188.92,2
1937,1655,2025-02-12,22.51,1429.38,2025-02-26,1429.38,1
1938,1655,2025-03-01,22.51,1429.38,2025-04-06,1429.38,2
1939,1656,2026-01-11,160.38,46349.82,2026-02-26,46349.82,1
1940,1657,2025-05-10,63.09,10062.86,2025-05-14,10062.86,1
1941,1657,2025-05-20,63.09,10062.86,2025-06-19,10062.86,2
1942,1658,2024-03-21,66.05,13804.45,2024-04-30,13804.45,1
1943,1659,2024-07-20,285.27,139497.03,2024-08-16,139497.03,1
1944,1660,2025-07-20,12.65,1467.4,2025-08-14,1467.4,1
1945,1661,2025-02-24,69.92,3286.24,2025-03-18,3286.24,1
1946,1661,2025-03-11,69.92,3286.24,2025-04-22,3286.24,2
1947,1662,2024-09-15,107.48,49870.72,2024-10-25,49870.72,1
1948,1663,2025-02-21,27.74,11373.4,2025-04-19,11373.4,1
1949,1664,2025-11-22,75.93,21260.4,2025-12-30,21260.4,1
1950,1665,2024-11-27,18.68,5342.48,2024-12-16,5342.48,1
1951,1666,2024-03-19,1534.64,492619.44,2024-04-28,492619.44,1
1952,1667,2024-09-22,264.3,79212.15,2024-10-20,79212.15,1
1953,1668,2025-12-23,794.59,266187.65,2025-12-24,266187.65,1
1954,1669,2025-08-25,76.4,32928.4,2025-10-05,32928.4,1
1955,1670,2025-10-14,985.42,218763.24,2025-11-05,218763.24,1
1956,1671,2025-11-30,165.31,9009.4,2025-12-23,9009.4,1
1957,1671,2025-12-11,165.31,9009.4,2026-01-02,9009.4,2
1958,1672,2024-05-07,248.05,32805.5,2024-05-23,32805.5,1
1959,1673,2024-09-05,504.32,155167.65,2024-10-09,155167.65,1
1960,1674,2024-04-18,42.61,6221.06,2024-06-02,6221.06,1
1961,1675,2024-02-01,21.11,1023.84,2024-02-27,1023.84,1
1962,1675,2024-02-18,21.11,1023.84,2024-03-31,1023.84,2
1963,1676,2025-09-29,11.78,871.72,2025-11-13,871.72,1
1964,1676,2025-10-14,11.78,871.72,2025-11-21,871.72,2
1965,1677,2025-12-19,313.61,17091.74,2026-02-08,17091.74,1
1966,1677,2026-01-03,313.61,17091.74,2026-03-09,17091.74,2
1967,1678,2024-05-14,164.79,44493.3,2024-06-21,44493.3,1
1968,1679,2025-07-27,5.56,1095.32,2025-08-20,1095.32,1
1969,1680,2025-02-22,55.75,4850.25,2025-03-21,4850.25,1
1970,1681,2024-03-28,68.16,31626.24,2024-04-17,31626.24,1
1971,1682,2025-12-05,882.15,75864.9,2026-01-28,75864.9,1
1972,1683,2025-12-08,57.64,20865.68,2026-01-18,20865.68,1
1973,1684,2025-04-20,84.82,40968.06,2025-05-16,40968.06,1
1974,1685,2025-07-08,16.21,6094.96,2025-08-08,6094.96,1
1975,1686,2024-11-05,321.81,153825.18,2024-12-27,153825.18,1
1976,1687,2025-10-01,86.65,18716.4,2025-12-07,18716.4,1
1977,1688,2024-12-05,136.18,42079.62,2025-01-06,42079.62,1
1978,1689,2026-02-12,307.33,98652.93,2026-03-12,98652.93,1
1979,1690,2024-03-21,39.56,9217.48,2024-05-08,9217.48,1
1980,1691,2024-06-08,31.5,3969.0,2024-08-29,3969.0,1
1981,1692,2026-01-08,289.04,77173.68,2026-02-04,77173.68,1
1982,1693,2024-08-29,251.44,115662.4,2024-10-14,115662.4,1
1983,1694,2024-09-13,13.07,6260.53,2024-11-01,6260.53,1
1984,1695,2025-08-19,158.12,42692.4,2025-09-21,42692.4,1
1985,1696,2024-06-13,68.71,33049.51,2024-07-08,33049.51,1
1986,1697,2025-03-12,151.25,23292.5,2025-04-20,23292.5,1
1987,1698,2024-09-27,36.97,17634.69,2024-10-30,17634.69,1
1988,1699,2024-06-22,158.8,24296.4,2024-08-25,24296.4,1
1989,1700,2026-01-16,78.19,37453.01,2026-02-15,37453.01,1
1990,1701,2024-07-14,52.6,3986.01,2024-09-04,3986.01,1
1991,1702,2024-04-23,272.41,92619.4,2024-06-15,92619.4,1
1992,1703,2025-06-10,164.05,51839.8,2025-08-15,51839.8,1
1993,1704,2025-11-14,717.91,292189.37,2025-12-14,292189.37,1
1994,1705,2024-05-07,613.22,125096.88,2024-05-23,125096.88,1
1995,1706,2025-07-08,131.1,10488.0,2025-07-30,10488.0,1
1996,1707,2025-03-21,151.31,16901.14,2025-04-20,16901.14,1
1997,1708,2025-09-12,176.33,29799.77,2025-10-06,29799.77,1
1998,1709,2024-05-24,279.1,50796.2,2024-08-10,50796.2,1
1999,1709,2024-06-15,279.1,50796.2,2024-08-14,50796.2,2
2000,1710,2026-02-16,37.91,9515.41,2026-03-12,9515.41,1
2001,1711,2025-04-28,57.42,21015.72,2025-06-13,21015.72,1
2002,1712,2025-11-02,75.62,15275.24,2026-01-04,15275.24,1
2003,1713,2024-10-31,11.95,3356.64,2024-11-30,3356.64,1
2004,1714,2026-01-03,869.53,382593.2,2026-02-02,382593.2,1
2005,1715,2025-05-16,690.03,53822.34,2025-06-25,53822.34,1
2006,1716,2024-04-22,77.69,7147.48,2024-05-21,7147.48,1
2007,1717,2025-12-19,46.8,8691.64,2026-02-12,8691.64,1
2008,1717,2025-12-29,46.8,8691.64,2026-02-24,8691.64,2
2009,1718,2025-09-17,5.93,1352.04,2025-10-26,1352.04,1
2010,1719,2024-09-13,14.44,5285.04,2024-10-22,5285.04,1
2011,1720,2025-03-22,312.62,126923.72,2025-05-03,126923.72,1
2012,1721,2024-11-12,259.75,114549.75,2024-12-21,114549.75,1
2013,1722,2025-03-05,918.98,236617.22,2025-05-01,236617.22,1
2014,1723,2025-12-22,48.07,20477.82,2026-02-23,20477.82,1
2015,1724,2025-12-07,308.3,63355.65,2026-01-15,63355.65,1
2016,1724,2025-12-18,308.3,63355.65,2026-01-14,63355.65,2
2017,1725,2024-07-08,51.57,8638.11,2024-08-21,8638.11,1
2018,1725,2024-07-20,51.57,8638.11,2024-09-21,8638.11,2
2019,1726,2026-01-27,72.17,3391.99,2026-03-28,3391.99,1
2020,1727,2025-01-22,7.1,2729.7,2025-03-21,2729.7,1
2021,1728,2025-07-16,395.08,107066.68,2025-08-15,107066.68,1
2022,1729,2025-08-20,56.08,6589.4,2025-09-16,6589.4,1
2023,1729,2025-09-06,56.08,6589.4,2025-10-17,6589.4,2
2024,1730,2025-03-01,62.79,30076.41,2025-03-24,30076.41,1
2025,1731,2025-01-26,297.94,103240.25,2025-04-01,103240.25,1
2026,1732,2024-12-18,17.56,1756.0,2024-12-29,1756.0,1
2027,1733,2025-10-30,7.73,3285.25,2025-12-27,3285.25,1
2028,1734,2024-10-28,410.86,74365.66,2024-11-24,74365.66,1
2029,1735,2024-09-04,146.72,23475.2,2024-10-01,23475.2,1
2030,1736,2024-11-12,194.64,77077.44,2024-12-18,77077.44,1
2031,1737,2024-07-18,400.06,89213.38,2024-07-28,89213.38,1
2032,1738,2024-10-19,11.13,1708.46,2024-11-17,1708.46,1
2033,1738,2024-11-03,11.13,1708.46,2024-12-02,1708.46,2
2034,1739,2024-05-21,13.42,161.04,2024-06-12,161.04,1
2035,1739,2024-06-02,13.42,161.04,2024-07-16,161.04,2
2036,1740,2024-03-21,595.17,37793.3,2024-05-09,37793.3,1
2037,1740,2024-04-11,595.17,37793.3,2024-06-15,37793.3,2
2038,1741,2025-07-18,1322.09,256485.46,2025-07-31,256485.46,1
2039,1742,2024-03-25,108.16,35152.0,2024-04-08,35152.0,1
2040,1743,2025-03-03,38.69,5029.7,2025-04-10,5029.7,1
2041,1743,2025-03-18,38.69,5029.7,2025-05-06,5029.7,2
2042,1744,2025-09-24,81.85,1145.9,2025-10-14,1145.9,1
2043,1744,2025-10-03,81.85,1145.9,2025-11-03,1145.9,2
2044,1745,2025-07-31,175.33,13149.75,2025-08-15,13149.75,1
2045,1746,2024-12-02,24.74,5554.13,2024-12-20,5554.13,1
2046,1746,2024-12-17,24.74,5554.13,2025-01-26,5554.13,2
2047,1747,2024-07-19,69.93,3286.71,2024-08-16,3286.71,1
2048,1748,2026-01-03,1426.51,218256.03,2026-03-04,218256.03,1
2049,1749,2025-10-11,387.28,79005.12,2025-12-05,79005.12,1
2050,1750,2025-04-24,66.2,3310.0,2025-06-22,3310.0,1
2051,1751,2024-04-01,71.41,15067.51,2024-06-07,15067.51,1
2052,1751,2024-04-03,71.41,15067.51,2024-05-18,15067.51,1
2053,1752,2024-03-03,43.72,9093.76,2024-04-10,9093.76,1
2054,1753,2024-09-13,45.34,3037.78,2024-10-06,3037.78,1
2055,1754,2024-06-01,808.05,43327.16,2024-07-08,43327.16,1
2056,1754,2024-06-15,808.05,43327.16,2024-07-15,43327.16,2
2057,1755,2025-10-11,144.63,61467.75,2025-11-02,61467.75,1
2058,1756,2024-06-12,268.53,23362.11,2024-07-22,23362.11,1
2059,1757,2024-08-07,1233.21,337899.54,2024-09-21,337899.54,1
2060,1758,2026-01-18,312.17,135793.95,2026-03-25,135793.95,1
2061,1759,2025-09-09,17.58,3392.94,2025-10-23,3392.94,1
2062,1759,2025-09-24,17.58,3392.94,2025-11-10,3392.94,2
2063,1760,2024-07-29,32.56,1204.72,2024-09-22,1204.72,1
2064,1761,2024-12-08,61.71,740.52,2025-01-12,740.52,1
2065,1762,2025-03-17,41.62,15048.39,2025-04-19,15048.39,1
2066,1763,2025-06-14,58.95,14914.35,2025-07-13,14914.35,1
2067,1764,2025-12-03,40.65,14146.2,2026-01-25,14146.2,1
2068,1765,2025-10-12,72.34,21195.62,2025-11-10,21195.62,1
2069,1766,2026-01-19,1475.68,444179.68,2026-03-09,444179.68,1
2070,1767,2024-02-22,75.58,19869.12,2024-05-09,19869.12,1
2071,1768,2024-07-27,51.97,831.52,2024-09-08,831.52,1
2072,1769,2025-04-01,152.4,13258.8,2025-06-13,13258.8,1
2073,1770,2024-02-25,14.11,3725.04,2024-04-26,3725.04,1
2074,1771,2024-10-10,268.95,58362.15,2024-11-21,58362.15,1
2075,1772,2024-06-02,48.17,19027.15,2024-07-02,19027.15,1
2076,1773,2025-12-28,22.16,9150.52,2026-02-12,9150.52,1
2077,1774,2024-03-28,5.81,482.23,2024-05-16,482.23,1
2078,1775,2024-06-20,51.04,3215.52,2024-08-15,3215.52,1
2079,1775,2024-07-08,51.04,3215.52,2024-09-22,3215.52,2
2080,1776,2024-06-11,299.38,90712.14,2024-07-30,90712.14,1
2081,1777,2024-05-10,64.01,29316.58,2024-06-10,29316.58,1
2082,1778,2025-04-23,100.65,17915.7,2025-05-23,17915.7,1
2083,1779,2024-11-07,286.35,99936.15,2024-12-07,99936.15,1
2084,1780,2025-12-14,302.23,134794.58,2026-01-09,134794.58,1
2085,1781,2024-09-11,323.76,127885.2,2024-10-09,127885.2,1
2086,1782,2025-03-18,35.52,16172.21,2025-05-07,16172.21,1
2087,1783,2025-05-19,16.28,3288.56,2025-06-02,3288.56,1
2088,1784,2025-05-09,74.96,8245.6,2025-06-11,8245.6,1
2089,1785,2025-08-29,292.8,24888.0,2025-09-08,24888.0,1
2090,1786,2024-06-23,141.12,36550.08,2024-07-20,36550.08,1
2091,1787,2025-01-20,383.73,49884.9,2025-03-11,49884.9,1
2092,1788,2025-09-25,538.17,104943.15,2025-11-12,104943.15,1
2093,1789,2025-11-05,230.91,36714.69,2025-12-10,36714.69,1
2094,1790,2025-04-27,31.92,4085.76,2025-05-23,4085.76,1
2095,1791,2025-06-06,106.78,53069.66,2025-06-19,53069.66,1
2096,1792,2025-11-12,13.17,1369.68,2025-12-13,1369.68,1
2097,1793,2025-05-01,544.9,64025.75,2025-06-08,64025.75,1
2098,1793,2025-05-16,544.9,64025.75,2025-07-12,64025.75,2
2099,1794,2025-12-22,34.18,9775.48,2026-01-18,9775.48,1
2100,1795,2024-04-29,800.27,216873.17,2024-05-30,216873.17,1
2101,1796,2024-10-20,215.09,35920.03,2024-10-31,35920.03,1
2102,1796,2024-10-31,215.09,35920.03,2024-11-21,35920.03,2
2103,1797,2024-04-24,32.16,1961.76,2024-05-25,1961.76,1
2104,1798,2024-04-21,50.0,9500.0,2024-06-20,9500.0,1
2105,1799,2025-02-07,51.87,21264.96,2025-03-06,21264.96,1
2106,1800,2024-07-07,5.85,1848.6,2024-07-31,1848.6,1
2107,1801,2024-11-30,73.75,27066.25,2024-12-31,27066.25,1
2108,1802,2024-12-20,325.39,116489.62,2025-02-04,116489.62,1
2109,1803,2025-04-26,23.21,4711.63,2025-06-08,4711.63,1
2110,1804,2025-12-23,122.34,5872.32,2026-01-09,5872.32,1
2111,1805,2025-10-27,157.1,9426.0,2025-11-14,9426.0,1
2112,1806,2024-11-29,61.43,20275.36,2025-01-25,20275.36,1
2113,1806,2024-11-30,61.43,20275.36,2025-01-29,20275.36,1
2114,1807,2024-10-17,745.43,222138.14,2024-11-18,222138.14,1
2115,1808,2025-08-31,46.53,20473.2,2025-10-10,20473.2,1
2116,1809,2024-05-23,375.71,84910.46,2024-07-04,84910.46,1
2117,1809,2024-06-03,375.71,84910.46,2024-06-26,84910.46,2
2118,1810,2025-03-14,104.8,32907.2,2025-04-13,32907.2,1
2119,1811,2024-12-09,107.85,27393.9,2025-01-05,27393.9,1
2120,1812,2024-06-21,765.45,274796.55,2024-08-14,274796.55,1
2121,1813,2025-05-11,26.36,263.6,2025-07-11,263.6,1
2122,1814,2024-10-23,55.44,12695.76,2024-11-23,12695.76,1
2123,1815,2024-06-22,19.15,9306.9,2024-08-10,9306.9,1
2124,1816,2025-05-14,923.71,136709.08,2025-06-25,136709.08,1
2125,1817,2024-06-05,477.39,28300.53,2024-07-06,28300.53,1
2126,1817,2024-06-14,477.39,28300.53,2024-07-08,28300.53,2
2127,1818,2025-06-12,71.86,13868.98,2025-07-09,13868.98,1
2128,1819,2024-06-13,44.85,4260.75,2024-07-21,4260.75,1
2129,1820,2024-12-19,24.87,8182.23,2025-02-16,8182.23,1
2130,1820,2024-12-20,24.87,8182.23,2025-02-03,8182.23,1
2131,1821,2025-10-05,14.69,5156.19,2025-11-15,5156.19,1
2132,1822,2024-07-21,14.34,5664.3,2024-08-17,5664.3,1
2133,1823,2025-09-07,5.84,922.72,2025-11-06,922.72,1
2134,1824,2025-07-03,5.82,1338.6,2025-09-06,1338.6,1
2135,1825,2025-11-22,76.46,31272.14,2025-12-02,31272.14,1
2136,1826,2024-06-17,145.64,62770.84,2024-09-12,62770.84,1
2137,1827,2025-08-06,33.43,5649.67,2025-09-05,5649.67,1
2138,1828,2026-01-17,64.05,4739.7,2026-01-18,4739.7,1
2139,1829,2025-08-15,31.72,1887.34,2025-09-20,1887.34,1
2140,1829,2025-09-01,31.72,1887.34,2025-10-04,1887.34,2
2141,1830,2024-06-24,620.05,97347.85,2024-09-08,97347.85,1
2142,1831,2025-09-12,65.46,12895.62,2025-10-22,12895.62,1
2143,1832,2024-04-22,341.94,96427.08,2024-05-22,96427.08,1
2144,1833,2025-04-06,267.22,63731.97,2025-05-20,63731.97,1
2145,1833,2025-04-14,267.22,63731.97,2025-05-17,63731.97,2
2146,1834,2025-02-28,172.67,13295.59,2025-04-23,13295.59,1
2147,1835,2025-02-05,51.81,11035.53,2025-02-22,11035.53,1
2148,1836,2025-02-03,68.01,2108.31,2025-04-19,2108.31,1
2149,1837,2024-03-08,38.96,935.04,2024-04-19,935.04,1
2150,1837,2024-03-31,38.96,935.04,2024-05-03,935.04,2
2151,1838,2025-02-07,83.57,919.27,2025-04-01,919.27,1
2152,1839,2025-12-11,323.53,128117.88,2026-02-10,128117.88,1
2153,1840,2025-01-06,290.99,24152.17,2025-02-08,24152.17,1
2154,1841,2024-09-16,1480.11,150971.22,2024-10-23,150971.22,1
2155,1842,2026-02-17,39.16,9476.72,2026-04-13,9476.72,1
2156,1843,2024-03-25,403.1,59255.7,2024-04-27,59255.7,1
2157,1844,2025-02-09,112.37,19566.0,2025-02-24,19566.0,1
2158,1845,2025-02-12,212.51,66303.12,2025-04-13,66303.12,1
2159,1846,2025-01-23,139.22,8074.76,2025-02-20,8074.76,1
2160,1847,2025-12-22,72.82,32696.18,2026-01-24,32696.18,1
2161,1848,2024-11-15,56.78,16352.64,2024-12-01,16352.64,1
2162,1849,2026-01-02,125.63,47865.03,2026-03-26,47865.03,1
2163,1850,2024-03-28,271.44,26329.68,2024-06-06,26329.68,1
2164,1851,2025-07-06,292.56,11409.84,2025-08-13,11409.84,1
2165,1852,2025-04-20,1421.58,589955.7,2025-05-24,589955.7,1
2166,1853,2024-08-03,305.03,93644.21,2024-09-23,93644.21,1
2167,1854,2024-08-17,290.2,55573.3,2024-09-23,55573.3,1
2168,1854,2024-08-30,290.2,55573.3,2024-10-12,55573.3,2
2169,1855,2025-07-16,51.39,16136.46,2025-08-09,16136.46,1
2170,1856,2025-05-28,152.62,23808.72,2025-07-15,23808.72,1
2171,1857,2025-05-01,33.6,5476.8,2025-05-09,5476.8,1
2172,1857,2025-05-04,33.6,5476.8,2025-06-03,5476.8,1
2173,1858,2024-02-20,87.68,25403.24,2024-03-05,25403.24,1
2174,1859,2025-04-23,50.45,8569.0,2025-05-13,8569.0,1
2175,1860,2026-01-07,42.02,9706.62,2026-02-13,9706.62,1
2176,1861,2024-02-10,928.5,19498.5,2024-04-13,19498.5,1
2177,1861,2024-02-22,928.5,19498.5,2024-05-02,19498.5,2
2178,1862,2025-01-03,138.48,19161.12,2025-02-18,19161.12,1
2179,1863,2025-02-14,30.4,9272.0,2025-03-04,9272.0,1
2180,1864,2025-11-06,166.68,62338.32,2026-01-11,62338.32,1
2181,1865,2024-09-15,6.22,2102.36,2024-11-01,2102.36,1
2182,1866,2025-01-28,67.99,7274.93,2025-02-15,7274.93,1
2183,1867,2025-07-18,6.62,1774.16,2025-09-16,1774.16,1
2184,1868,2024-03-27,548.65,98757.0,2024-05-02,98757.0,1
2185,1869,2025-09-06,355.58,51203.52,2025-10-31,51203.52,1
2186,1870,2025-10-09,24.75,5123.25,2025-11-27,5123.25,1
2187,1871,2025-06-30,806.55,208089.9,2025-08-01,208089.9,1
2188,1872,2025-05-03,69.28,7690.08,2025-05-14,7690.08,1
2189,1872,2025-05-14,69.28,7690.08,2025-06-27,7690.08,2
2190,1873,2025-07-27,309.79,131660.75,2025-09-08,131660.75,1
2191,1874,2025-09-04,159.33,71857.83,2025-09-19,71857.83,1
